"airport","as_code","as_desc","icon_sel_url","icon_unsel_url","asc_name","asc_code","asc_desc","img_url","email","contact","url"
"Bengaluru","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Lounge - Above ground level","393","A traditional ambience with the conveniences and little luxuries to keep you rejuvenated. A fully furnished plug and play buscityness center with F&B, massage facility, shower rooms and baggage handling. A home and office rolled into one. (Location - domestic and international security hold area).","http://airsewa.gov.in/IMG_AiportServices/2/4.jpg","kla@ggimail.in","8884414239",""
"Bengaluru","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","O2 Spa","394","The best place to rejuvenate yourself before a long journey through special treatments. It offers quick and relaxing massages, as well as service such as foot reflexology, facials, pedicure & manicures.  (Location - domestic and international security hold area)","http://airsewa.gov.in/IMG_AiportServices/2/5.jpg","abhimanyu@o2spa.org","08077684750",""
"Bengaluru","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Taj Bangalore","395","Taj Bangalore offers entrepreneurs, business professionals, frequent flyer in need of rest and relaxation, the very best of the Tajs legendary hospitality service. It is also the only hotel in Bengaluru where you can wake up to the sight of flights taking off.","http://airsewa.gov.in/IMG_AiportServices/2/6.jpg","Ian.Dubier@tajhotels.com","08066003013",""
"Bengaluru","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Noodle International","396","Noodle serves delicious dishes from the various regions in Asia - from Singapore rice noodles to Thailands pad thai. Besides noodle dishes, vegetable and meat mains, it features a variety of Asian appetizers, dimsums, hot-pot soups, specialty noodles and rice bowls. (Location - near gate no 18)","http://airsewa.gov.in/IMG_AiportServices/2/7.jpg","kathhiravan.radhakrishnan@hmshost.net","8884450003",""
"Bengaluru","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Noodle - Domestic","397","Noodle serves delicious dishes from the various regions in Asia - from Singapore rice noodles to Thailands pad thai. Besides noodle dishes, vegetable and meat mains, it features a variety of Asian appetizers, dimsums, hot-pot soups, specialty noodles and rice bowls. (Location - near gate no 9)","http://airsewa.gov.in/IMG_AiportServices/2/8.jpg","kathhiravan.radhakrishnan@hmshost.net","8884450003",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Buggy Service","370","Special assistance is provided through out our terminal for people with reduced mobility. There is free buggy at your service, currently stationed at the outer Kerb on the departure side. A second buggy has been stationed at International Security hold area after security check.","http://airsewa.gov.in/IMG_AiportServices/3/1.jpg","feedback@bialairport.com","08066782951",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Air Arabia","371","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/2.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Air Asia","372","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/3.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Air France","373","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/4.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Etihad Airways","405","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the curbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport.","http://airsewa.gov.in/IMG_AiportServices/3/5.jpg","feedback@bialairport.com ","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","IndiGo","406","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport.","http://airsewa.gov.in/IMG_AiportServices/3/6.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Alliance Air","407","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport.","http://airsewa.gov.in/IMG_AiportServices/3/7.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","British Airways","408","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport","http://airsewa.gov.in/IMG_AiportServices/3/8.jpg","feedback@bialairport.com,?feedback@bialairport.com","08066787656,08066787656",","
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Jet Airways","409","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/1.jpg","feedback@bialairport.com,feedback@bialairport.com","08066787656,08066787656",","
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","British Airways","410","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/2.jpg","","",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Jet Airways","411","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/3.jpg","","",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Emirates","412","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the curbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport.","http://airsewa.gov.in/IMG_AiportServices/3/4.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Lufthansa","413","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the curbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport","http://airsewa.gov.in/IMG_AiportServices/3/5.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Qatar Airways","414","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport.","http://airsewa.gov.in/IMG_AiportServices/3/6.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Vistara","415","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/7.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Oman Air","416","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport.","http://airsewa.gov.in/IMG_AiportServices/3/8.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Sri Lankan","417","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport.","http://airsewa.gov.in/IMG_AiportServices/3/1.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Thai Airways","418","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport.","http://airsewa.gov.in/IMG_AiportServices/3/2.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","TruJet","419","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport.","http://airsewa.gov.in/IMG_AiportServices/3/3.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Silk Air","420","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/4.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Air Mauritius ","421","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/5.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Malaysian Airlines","422","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/6.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Nepal Airlines","423","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport.","http://airsewa.gov.in/IMG_AiportServices/3/7.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Go Air","424","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/8.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Air India","425","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport.","http://airsewa.gov.in/IMG_AiportServices/3/1.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Dragon Air","426","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/2.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Kuwait Airways","427","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport.","http://airsewa.gov.in/IMG_AiportServices/3/3.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Malindo Air","428","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport.","http://airsewa.gov.in/IMG_AiportServices/3/4.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Saudi Arabian Airlines","429","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/5.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Scoot","430","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/6.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Thai Air Asia","431","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/7.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","3","Special Assistance","http://airsewa.gov.in/IMG_AiportServices/wheelchair_select_icon.png","http://airsewa.gov.in/IMG_AiportServices/wheelchair_unselect_icon.png","Air Asia Berhad","432","If you are a passenger with reduce mobility, you may avail of the wheel chair assistance service at our airport. We have a dedicated drop-off point at the kerbside ( opposite departure gates 1 - 4 ) The airline staff will receive you at the earmarked zone and assist you till you board your flight. An airline calling facility has also been installed at the drop-off point to ease your travel in case you are seeking service after you reach the Airport. ","http://airsewa.gov.in/IMG_AiportServices/3/8.jpg","feedback@bialairport.com","08066787656",""
"Bengaluru","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Mega Cab - Airport Taxi","362","A metered taxi service is available for passengers near the left luggage counter outside our terminal. An air-conditioned sedan will be ready to take you anywhere in Bengaluru. It is the most easily accessible, safe and convenient way to travel to and from the airport.","http://airsewa.gov.in/IMG_AiportServices/4/1.jpg","feedback@megacabs.com ","7795050605","https://www.megacabs.com/"
"Bengaluru","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Meru Cab - Airport Taxi","363","A metered taxi service is available for passengers near the left luggage counter outside our terminal. An air-conditioned sedan will be ready to take you anywhere in Bengaluru. It is the most easily accessible, safe and convenient way to travel to and from the airport.","http://airsewa.gov.in/IMG_AiportServices/4/2.jpg","feedbackblr@merucabs.com","08065304583","https://www.merucabs.com/"
"Bengaluru","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","KSTDC Cab - Airport Taxi","364","A metered taxi service is available for passengers near the left luggage counter outside our terminal. An air-conditioned sedan will be ready to take you anywhere in Bengaluru. It is the most easily accessible, safe and convenient way to travel to and from the airport.","http://airsewa.gov.in/IMG_AiportServices/4/3.jpg","taxis@karnatakaholidays.net","8746906062","http://www.karnatakaholidays.net/"
"Bengaluru","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Akbar Travels - Car Rental","365","If you like the idea of driving yourself around, our fleet of rental cars which will simplify travel for you. From high -end luxury cars to the latest hatchbacks, we have a full range of well-maintained 4-wheelers for you to choose from when you arrive at the airport.","http://airsewa.gov.in/IMG_AiportServices/4/4.jpg","bangalore@akbarcarrental.in","08066783810","https://www.akbartravels.com/"
"Bengaluru","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Carzonrent - Car Rental","366","If you like the idea of driving yourself around, our fleet of rental cars which will simplify travel for you. From high -end luxury cars to the latest hatchbacks, we have a full range of well-maintained 4-wheelers for you to choose from when you arrive at the airport.","http://airsewa.gov.in/IMG_AiportServices/4/5.jpg","airportblr@carzonrent.com","08066783711","http://www.carzonrent.com/"
"Bengaluru","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Intercity Airport Bus Service - Flybus","367","If you are heading beyond Bengaluru, the flybus service from our airport connects you to some of Karnatakas frequently visited destinations. Reserve your seat while booking your air ticket and travel without any hassles to Mysuru, Mangaluru, Manipal or Kundapur from the airport itself.","http://airsewa.gov.in/IMG_AiportServices/4/6.jpg","feedback@ksrtc.org","09972213726",""
"Bengaluru","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Airport Shuttle Service - Vayu Vajra","368","The city shuttle service is the most comfortable and affordable way to travel to and from our airport. Known as Vayu Vajra, this is a fleet of air-conditioned Volvo buses connecting the airport to different corners of Bengaluru","http://airsewa.gov.in/IMG_AiportServices/4/7.jpg","ctmobmtc@gmail.com","08022952522","http://www.mybmtc.com/"
"Bengaluru","4","Parking and Transportation","http://airsewa.gov.in/IMG_AiportServices/parking_select.png","http://airsewa.gov.in/IMG_AiportServices/parking_unselect.png","Bangalore International Airport Parking Services","369","At Kempegowda International Airport Bengaluru, parking zones are laid out keeping in mind passenger ease and convenience. All parking zones are located between 100 to 200 meters from the passenger terminal building, at a short, walking distance. The parking zones are semi-automatic, the entry & exits are designed to ensure seamless movement of vehicles.
","http://airsewa.gov.in/IMG_AiportServices/4/8.jpg","feedback@bialairport.com","09538882020","http://www.bengaluruairport.com/bial/faces/pages/transport/parkingOptions.jspx?_adf.ctrl-state=mu0j3inot_244&_afrLoop=8457010614437884"
"Mumbai","1","Wi-fi","http://airsewa.gov.in/IMG_AiportServices/wi-fi_select.png","http://airsewa.gov.in/IMG_AiportServices/wi-fi_unselect.png","WiFi Services","189","You can check your email, catch up with social media friends with 60 minutes of complementary wifi access","http://airsewa.gov.in/IMG_AiportServices/1/1.jpg","support.csia@o-zone.in","9004875552",""
"Mumbai","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Devyani Airport Services","190","Airport Restauarant Services","http://airsewa.gov.in/IMG_AiportServices/2/1.jpg","jitendra.kumar@dil-rjcorp.com","9819008701",""
"Mumbai","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Litebite Travel Foods ","191","Airport Restauarant Services","http://airsewa.gov.in/IMG_AiportServices/2/2.jpg","amit.ganpuley@lbf.co.in","7506720642",""
"Mumbai","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Travel Foods Services ","192","Airport Restauarant Services","http://airsewa.gov.in/IMG_AiportServices/2/3.jpg","kamlesh.patil@travelfoodservices.com","9930303098",""
"Mumbai","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","BTB Marketing ","193","The Beer Cafe","http://airsewa.gov.in/IMG_AiportServices/2/4.jpg","tarun.jain@beer.cafe","9920723397",""
"Mumbai","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Starbucks canteen services","194","Airport Restauarant Services","http://airsewa.gov.in/IMG_AiportServices/2/5.jpg","yogesh.bhatt@TataStarbucks.com","9619502715",""
"Mumbai","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","AMPM Snack Bar Services","195","Snack Bar Services","http://airsewa.gov.in/IMG_AiportServices/2/6.jpg","","",""
"Mumbai","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","Shivsagar Snack Bar Services","196","Snack Bar Services","http://airsewa.gov.in/IMG_AiportServices/2/7.jpg","","9323804924",""
"Mumbai","2","Rest and Relax","http://airsewa.gov.in/IMG_AiportServices/Relaxing_select.png","http://airsewa.gov.in/IMG_AiportServices/Relaxing_unselect.png","URV Foods LLP Snack Bar Services","197","Snack Bar Services","http://airsewa.gov.in/IMG_AiportServices/2/8.jpg","ajaykadam0407@gmail.com","9323955111",""
